Spot,Mag,Potas,Thor,Uran
255,88,74,63,40
91,88,39,67,40
108,88,48,63,42
69,88,57,59,46
32,88,255,79,106
57,88,255,73,110
144,89,108,102,107
136,89,164,66,82
78,89,148,68,71
98,89,104,102,112
166,89,159,73,77
37,89,99,99,110
100,89,173,78,83
139,89,183,81,88
173,89,187,82,95
27,89,204,84,109
34,89,192,80,105
95,89,208,74,124
52,89,204,76,120
119,89,146,85,109
78,89,190,63,132
132,89,201,65,133
45,89,159,84,109
159,89,183,58,137
110,89,194,59,138
166,89,204,62,137
105,89,178,55,139
85,89,194,56,140
73,89,204,56,140
54,89,185,82,106
113,89,190,58,136
129,89,204,60,136
124,89,215,61,136
69,89,208,80,103
74,89,204,62,132
102,89,217,64,132
120,89,231,67,131
147,89,171,67,100
23,89,224,78,120
59,89,231,78,104
93,89,220,66,127
136,89,238,69,127
122,89,255,73,127
40,89,204,74,111
74,89,243,71,123
69,89,255,75,124
98,89,255,79,121
232,89,115,57,96
59,89,255,80,119
142,89,99,58,102
45,89,255,85,116
210,89,99,61,110
100,89,255,85,117
130,89,255,88,118
180,89,255,87,119
209,89,255,84,127
25,89,127,54,105
161,89,255,81,132
74,89,129,52,104
185,89,255,79,130
112,89,81,58,28
51,89,74,55,24
57,89,74,53,22
100,89,76,53,22
64,89,76,50,24
78,89,69,49,25
112,89,62,48,27
59,89,53,50,28
88,89,132,48,102
190,89,255,80,121
66,89,64,47,44
161,89,134,45,100
74,89,255,83,117
113,89,208,77,83
112,89,134,44,96
74,89,255,83,119
40,89,255,80,127
170,89,255,91,111
125,89,132,44,90
28,89,255,82,125
207,89,255,91,145
149,89,129,45,83
146,89,255,84,154
161,89,255,84,154
39,89,255,84,126
130,89,255,80,157
164,89,255,84,154
166,89,255,85,153
110,89,255,82,127
129,89,255,80,130
110,89,255,77,132
146,89,255,78,132
120,89,255,75,149
170,89,255,73,153
190,89,255,77,155
198,89,255,84,152
37,89,255,83,132
132,89,255,89,131
88,89,255,93,127
127,89,255,92,128
193,89,255,84,136
98,89,118,53,52
159,89,115,55,45
59,89,118,54,43
103,89,122,50,45
110,89,129,41,50
188,89,136,38,53
222,89,143,49,49
108,89,136,36,53
255,89,136,48,48
181,89,132,37,51
200,89,134,47,45
127,89,122,40,48
86,89,111,44,46
85,89,97,47,44
154,89,85,50,41
44,89,106,48,34
56,89,108,43,37
192,89,74,52,40
76,89,81,50,39
59,89,104,46,32
32,89,111,40,39
130,89,71,51,39
40,89,74,50,38
34,89,81,49,37
49,89,104,46,30
40,89,108,43,32
40,89,108,41,35
136,89,78,49,36
100,89,83,47,34
40,89,85,46,33
59,89,81,48,31
66,89,224,66,98
76,89,76,49,30
115,89,255,60,98
96,89,255,60,97
68,89,255,59,98
56,89,250,59,101
151,89,234,59,103
69,89,74,49,30
129,89,255,77,88
185,89,255,70,90
49,89,69,49,30
130,89,255,75,90
181,89,255,73,87
76,89,69,50,29
45,89,69,50,29
105,89,255,76,91
120,89,255,79,88
120,89,78,47,38
108,89,83,47,37
73,89,81,46,34
56,89,74,47,32
64,89,71,48,30
59,89,255,70,97
119,89,255,75,91
76,89,64,48,39
81,89,69,65,39
137,89,64,66,42
52,89,53,63,41
91,89,57,60,43
74,89,255,63,109
91,89,78,63,37
207,89,71,64,39
227,89,64,65,41
30,89,55,67,41
22,89,44,69,39
68,89,41,70,38
164,89,60,58,46
13,89,255,64,109
51,89,78,63,37
255,89,62,65,42
124,89,51,69,41
28,89,39,71,39
115,89,27,71,38
93,89,64,55,48
147,89,255,68,112
110,89,255,64,110
40,89,255,67,101
110,90,108,92,94
124,90,120,85,89
124,90,153,63,75
147,90,141,66,72
86,90,150,69,77
156,90,162,72,84
202,90,169,74,91
120,90,178,74,101
120,90,197,76,117
47,90,185,71,112
127,90,204,68,131
45,90,201,70,129
175,90,197,68,124
107,90,206,64,135
69,90,210,64,132
176,90,213,60,138
45,90,220,60,137
79,90,229,60,135
66,90,227,64,135
96,90,238,67,132
197,90,250,68,126
78,90,250,71,131
164,90,255,72,125
134,90,222,76,122
166,90,255,76,124
139,90,255,77,117
187,90,255,80,116
64,90,255,83,115
248,90,255,84,114
40,90,255,86,115
103,90,104,62,108
241,90,255,88,117
71,90,111,62,109
81,90,255,85,125
98,90,255,85,126
127,90,255,80,133
32,90,125,58,105
190,90,255,81,133
88,90,255,75,137
141,90,255,77,133
178,90,255,76,127
107,90,255,73,126
122,90,102,60,39
79,90,90,59,33
95,90,53,51,28
85,90,57,49,30
108,90,255,78,119
202,90,255,75,122
176,90,134,71,61
52,90,132,61,55
81,90,67,49,42
98,90,255,79,121
20,90,255,77,129
204,90,210,89,87
176,90,255,94,120
176,90,255,95,114
146,90,255,87,152
198,90,255,90,147
175,90,255,82,130
141,90,255,76,160
137,90,255,81,156
125,90,127,47,75
170,90,255,81,131
221,90,255,79,134
103,90,255,77,134
195,90,255,74,153
185,90,255,73,158
154,90,255,75,159
28,90,125,48,67
120,90,255,82,131
83,90,255,87,131
64,90,255,88,129
156,90,255,86,132
185,90,255,80,141
45,90,120,50,58
141,90,113,52,44
125,90,120,46,47
45,90,108,42,34
149,90,71,50,38
59,90,74,50,37
69,90,76,49,36
74,90,76,48,34
20,90,81,48,33
59,90,81,47,32
66,90,76,49,31
44,90,224,61,104
83,90,71,49,30
119,90,255,64,93
68,90,255,60,100
3,90,255,58,101
78,90,255,59,99
130,90,255,59,99
146,90,255,58,98
105,90,255,59,99
144,90,255,59,98
120,90,250,58,99
214,90,238,58,101
56,90,74,48,31
66,90,71,50,30
79,90,255,75,85
78,90,255,72,88
64,90,83,47,38
90,90,85,46,36
47,90,81,46,34
66,90,76,47,32
64,90,71,48,31
35,90,255,77,90
100,90,255,75,87
164,90,74,47,39
178,90,255,79,88
173,90,64,67,40
204,90,67,66,41
105,90,67,66,41
74,90,255,69,97
170,90,255,74,91
195,90,71,65,37
154,90,60,67,42
64,90,53,67,40
71,90,51,66,40
224,90,64,56,46
154,90,255,68,99
37,90,69,54,48
149,90,62,50,37
91,90,255,67,99
73,90,255,73,93
185,90,60,52,36
76,90,255,73,95
210,90,255,79,90
90,91,134,79,87
180,91,148,72,85
34,91,155,67,83
130,91,134,65,66
96,91,104,103,113
76,91,132,63,65
90,91,125,59,69
74,91,129,62,73
83,91,136,65,79
42,91,146,67,85
91,91,162,67,94
90,91,132,84,110
137,91,178,67,106
100,91,169,63,99
49,91,197,64,118
107,91,192,62,110
137,91,213,63,127
96,91,215,62,119
59,91,220,62,110
74,91,171,82,106
105,91,238,60,128
86,91,243,64,116
86,91,255,68,117
156,91,255,70,109
187,91,215,78,101
151,91,255,73,117
158,91,255,75,111
54,91,155,62,95
130,91,222,73,124
129,91,255,78,112
96,91,255,73,114
173,91,127,58,92
110,91,243,71,136
178,91,255,81,113
85,91,255,77,117
113,91,255,80,119
255,91,95,59,104
39,91,255,83,121
192,91,255,85,123
168,91,255,79,133
85,91,255,80,133
23,91,122,59,103
141,91,255,73,139
61,91,255,69,138
132,91,134,49,94
187,91,255,72,133
105,91,255,68,132
105,91,76,53,31
81,91,71,50,28
61,91,67,48,26
61,91,67,46,24
108,91,132,46,93
78,91,255,70,126
74,91,108,58,48
108,91,132,42,93
178,91,255,73,128
227,91,141,84,68
90,91,74,48,41
144,91,134,40,91
214,91,252,96,103
195,91,227,97,93
137,91,136,36,89
86,91,255,78,134
207,91,255,89,142
154,91,134,39,82
98,91,255,80,132
229,91,255,73,162
171,91,255,80,157
151,91,255,80,135
93,91,255,77,137
110,91,255,75,135
227,91,255,73,156
176,91,255,72,161
215,91,255,73,162
166,91,255,77,132
146,91,255,80,131
105,91,255,83,131
214,91,255,83,131
202,91,255,81,136
207,91,255,77,144
168,91,104,55,45
125,91,108,56,41
117,91,111,44,44
34,91,102,47,43
59,91,92,49,42
56,91,81,51,41
100,91,74,53,40
25,91,71,51,39
100,91,71,51,38
76,91,74,49,39
119,91,76,49,37
56,91,78,48,37
61,91,78,48,35
78,91,78,48,33
88,91,78,48,32
37,91,78,48,33
74,91,76,48,32
79,91,217,63,100
56,91,74,48,31
100,91,224,57,104
27,91,220,57,107
98,91,85,47,37
112,91,85,46,36
51,91,83,46,33
59,91,78,48,32
202,91,255,66,92
93,91,255,61,95
90,91,255,56,98
49,91,255,58,97
45,91,255,58,97
129,91,255,58,97
168,91,250,58,100
251,91,64,68,39
173,91,67,68,40
149,91,76,47,39
105,91,255,72,84
168,91,62,68,38
183,91,64,68,40
197,91,67,68,41
168,91,67,66,42
141,91,255,78,90
113,91,255,75,88
91,91,67,67,37
95,91,62,66,41
83,91,62,63,42
49,91,62,61,42
98,91,67,56,45
134,91,255,80,87
129,91,255,79,90
100,91,69,55,46
127,91,62,50,38
154,91,255,74,92
163,91,255,79,88
103,91,255,78,88
105,91,255,81,90
130,91,83,64,35
42,91,69,52,48
96,91,255,81,91
6,91,255,75,93
91,92,99,100,98
180,92,153,62,81
144,92,122,56,64
141,92,113,55,71
171,92,115,59,73
103,92,127,59,81
151,92,115,88,108
37,92,146,63,89
83,92,134,59,82
59,92,162,60,91
215,92,194,61,101
134,92,194,62,93
122,92,227,64,100
149,92,229,65,95
210,92,255,66,106
28,92,255,67,101
154,92,192,80,102
159,92,255,70,106
146,92,208,78,105
119,92,213,78,102
129,92,255,71,111
175,92,255,66,116
112,92,255,68,120
134,92,255,71,124
255,92,104,57,97
86,92,255,74,127
83,92,255,77,129
159,92,255,72,140
100,92,255,72,141
219,92,255,65,145
85,92,255,66,143
66,92,255,62,142
142,92,134,52,94
108,92,255,64,139
56,92,255,65,132
51,92,255,80,109
71,92,255,78,99
95,92,104,52,42
108,92,90,53,39
74,92,81,53,34
71,92,67,45,25
51,92,62,47,28
64,92,255,69,130
23,92,255,70,132
62,92,255,74,128
44,92,115,63,54
52,92,64,45,34
209,92,255,68,149
222,92,255,76,146
234,92,155,95,75
134,92,255,76,136
187,92,255,69,155
214,92,255,77,152
180,92,255,86,130
202,92,255,71,159
175,92,255,79,156
130,92,255,78,139
180,92,255,74,140
130,92,255,72,138
0,92,255,76,151
168,92,255,73,156
198,92,255,70,159
224,92,255,67,164
110,92,129,40,76
231,92,255,75,133
139,92,255,77,131
78,92,255,80,131
113,92,255,79,133
164,92,255,78,139
204,92,255,75,148
100,92,127,43,68
85,92,122,47,62
64,92,115,50,55
125,92,108,53,50
88,92,118,46,45
209,92,122,43,48
103,92,125,42,48
110,92,118,42,46
79,92,69,50,38
51,92,71,48,39
59,92,76,48,39
79,92,81,47,38
119,92,83,47,36
127,92,81,47,34
190,92,69,46,40
95,92,78,46,39
130,92,83,47,38
86,92,85,46,35
88,92,83,47,34
66,92,78,47,32
17,92,220,62,101
255,92,64,68,39
113,92,69,66,42
71,92,71,45,40
144,92,78,47,39
255,92,245,58,100
164,92,238,58,99
198,92,227,57,101
130,92,213,56,103
127,92,62,69,37
62,92,69,64,43
86,92,69,46,40
62,92,255,74,87
181,92,255,69,92
149,92,255,62,93
173,92,69,63,43
83,92,71,60,43
100,92,69,47,39
170,92,255,72,84
110,92,71,56,44
119,92,62,49,39
119,92,255,76,89
147,92,255,79,90
149,92,255,76,90
200,92,78,65,35
115,92,71,53,48
122,92,255,75,91
78,92,69,51,48
110,92,255,68,90
166,93,141,62,73
79,93,102,105,109
115,93,125,60,61
90,93,113,52,67
56,93,113,56,75
107,93,162,59,86
198,93,197,62,89
73,93,155,82,105
248,93,224,60,97
79,93,248,62,104
129,93,255,64,110
76,93,206,80,111
108,93,255,61,127
171,93,255,63,131
103,93,255,66,134
105,93,255,69,137
74,93,108,61,103
222,93,255,65,144
102,93,122,59,101
107,93,255,61,143
51,93,255,61,138
141,93,255,62,136
156,93,255,61,132
125,93,255,65,131
136,93,108,53,49
85,93,55,50,28
154,93,134,43,83
34,93,255,71,129
22,93,255,69,132
74,93,122,73,60
185,93,134,41,82
102,93,255,72,135
78,93,255,64,138
232,93,255,63,145
229,93,255,83,119
255,93,180,94,90
124,93,76,46,43
171,93,136,40,79
83,93,255,74,145
154,93,255,63,145
212,93,255,62,152
192,93,136,39,76
105,93,255,76,143
66,93,255,73,144
142,93,255,70,141
15,93,255,78,152
151,93,255,72,154
215,93,255,66,152
244,93,255,65,158
221,93,255,72,135
37,93,255,74,131
122,93,255,77,132
188,93,255,80,136
69,93,255,79,143
125,93,104,53,41
129,93,111,50,43
78,93,69,51,38
105,93,69,51,37
102,93,67,49,37
113,93,62,48,37
98,93,67,48,39
57,93,76,47,39
130,93,64,66,40
125,93,62,48,39
76,93,62,64,40
129,93,62,67,38
105,93,74,63,44
34,93,60,47,39
69,93,210,57,106
234,93,62,65,38
156,93,76,61,45
156,93,255,57,97
69,93,255,58,97
49,93,255,58,97
85,93,248,58,98
103,93,243,59,102
81,93,234,58,102
107,93,227,58,102
102,93,217,57,102
127,93,62,65,37
110,93,71,57,44
88,93,71,56,45
105,93,255,73,86
98,93,255,70,90
171,93,67,66,36
79,93,71,55,44
91,93,255,71,86
166,93,255,72,85
180,93,74,65,35
119,93,69,54,46
108,93,255,69,88
108,93,71,51,46
171,93,255,69,88
98,93,255,66,86
100,94,127,61,65
107,94,115,49,63
151,94,95,102,110
61,94,102,49,68
69,94,104,52,71
156,94,104,90,108
18,94,132,54,79
180,94,164,54,85
34,94,197,56,92
193,94,220,55,101
166,94,241,57,108
74,94,197,79,100
176,94,255,58,115
176,94,255,60,123
159,94,136,59,90
74,94,222,72,127
144,94,238,74,134
193,94,255,58,136
255,94,92,58,99
141,94,255,60,139
164,94,255,64,142
107,94,255,59,140
185,94,255,60,142
103,94,255,60,136
117,94,132,55,94
93,94,255,61,132
54,94,227,100,106
56,94,208,94,89
117,94,190,83,71
103,94,106,45,44
85,94,99,46,42
83,94,92,47,39
74,94,88,46,36
90,94,85,45,34
59,94,78,43,31
52,94,74,42,29
149,94,136,45,84
98,94,255,62,135
74,94,255,85,121
61,94,255,81,116
98,94,115,57,53
90,94,53,50,29
132,94,255,68,134
52,94,255,85,140
85,94,255,79,107
88,94,139,81,67
81,94,69,42,40
49,94,255,71,144
105,94,255,76,147
52,94,255,70,148
64,94,255,67,146
1,94,255,67,140
23,94,255,83,153
129,94,255,73,150
158,94,255,69,137
13,94,255,72,133
69,94,255,75,132
178,94,255,81,138
120,94,255,83,145
40,94,134,39,72
142,94,132,41,67
215,94,99,56,42
222,94,95,55,40
66,94,99,48,40
122,94,92,49,39
159,94,83,50,38
115,94,76,52,37
100,94,71,52,37
61,94,64,50,36
190,94,62,62,41
171,94,62,65,40
139,94,69,64,42
130,94,78,58,45
35,94,213,61,100
173,94,78,58,43
39,94,60,47,39
159,94,204,56,103
88,94,201,58,104
25,94,74,56,43
163,94,255,64,91
144,94,255,60,95
136,94,255,59,98
108,94,255,60,100
51,94,243,60,101
45,94,231,60,104
124,94,220,59,104
102,94,255,69,88
168,94,255,70,86
159,94,255,68,85
8,94,69,51,47
119,94,60,51,36
136,94,255,66,86
164,95,134,76,85
76,95,143,71,85
159,95,139,66,81
134,95,97,106,102
110,95,118,54,61
39,95,97,105,113
78,95,108,50,74
141,95,143,82,105
90,95,173,80,101
20,95,255,52,119
125,95,157,61,98
32,95,206,79,117
134,95,255,53,127
112,95,255,55,133
241,95,106,57,90
166,95,255,52,134
130,95,255,55,136
198,95,95,60,104
142,95,255,56,133
103,95,85,43,41
42,95,255,59,135
115,95,255,59,128
78,95,106,41,45
78,95,255,60,128
96,95,146,102,74
59,95,127,88,54
61,95,111,42,47
132,95,108,40,45
47,95,139,47,85
119,95,255,61,132
49,95,245,106,121
62,95,115,51,52
113,95,111,46,47
66,95,69,42,28
54,95,255,97,134
8,95,234,76,87
45,95,122,64,58
205,95,255,67,140
40,95,162,85,79
192,95,255,69,153
214,95,255,68,155
151,95,255,68,150
180,95,255,73,147
105,95,255,86,149
91,95,255,90,149
120,95,255,88,151
27,95,255,70,136
110,95,255,75,136
115,95,255,82,143
79,95,255,86,149
180,95,125,43,61
151,95,118,47,56
113,95,111,51,51
153,95,104,54,45
27,95,106,49,40
44,95,111,48,40
71,95,108,47,41
68,95,106,47,40
64,95,67,50,36
129,95,62,50,35
190,95,62,56,43
142,95,62,60,41
139,95,62,63,41
105,95,64,63,42
74,95,57,50,35
251,95,62,57,43
85,95,76,58,46
144,95,57,50,35
221,95,64,58,42
69,95,81,57,43
95,95,57,50,35
188,95,64,60,40
170,95,76,57,43
71,95,76,56,42
17,95,74,55,43
18,95,60,48,39
149,95,213,58,103
156,95,204,57,102
102,95,194,55,103
45,95,71,54,43
76,95,60,49,38
105,95,255,65,89
20,95,255,63,94
105,95,255,63,98
85,95,252,64,101
125,95,236,63,103
61,95,222,62,104
22,95,69,52,44
73,95,60,50,38
105,95,255,69,86
175,95,255,67,86
159,95,69,50,44
11,95,60,51,37
130,95,255,67,86
122,95,76,65,30
73,95,69,50,46
51,95,255,67,87
44,95,255,68,91
159,95,255,69,97
47,95,243,71,102
108,95,220,70,105
74,96,108,89,90
151,96,120,83,87
105,96,132,65,74
180,96,120,59,60
51,96,104,45,65
120,96,102,47,71
59,96,134,48,80
180,96,166,50,86
86,96,197,51,94
115,96,224,50,103
204,96,243,52,112
112,96,201,77,119
164,96,255,48,126
159,96,187,72,107
90,96,255,50,131
205,96,227,74,125
156,96,255,52,129
96,96,76,48,40
115,96,76,44,41
125,96,102,60,103
112,96,255,55,125
139,96,85,48,40
100,96,118,59,96
105,96,255,57,126
91,96,99,50,41
96,96,97,47,42
110,96,97,42,43
100,96,255,59,125
86,96,111,49,45
93,96,108,45,45
51,96,106,37,45
44,96,194,123,115
39,96,169,114,96
100,96,115,51,51
74,96,113,47,49
69,96,108,40,45
209,96,255,62,136
40,96,255,114,131
64,96,166,77,63
103,96,120,56,55
56,96,69,44,32
47,96,255,63,140
79,96,255,105,143
23,96,155,75,72
61,96,134,72,62
141,96,136,44,73
215,96,255,71,159
163,96,255,72,163
173,96,255,71,163
71,96,255,76,160
149,96,255,82,155
198,96,255,89,150
110,96,255,95,146
44,96,255,95,146
124,96,67,40,46
139,96,134,44,70
198,96,255,77,144
71,96,134,44,68
173,96,132,43,64
28,96,69,50,35
146,96,62,50,34
83,96,62,50,34
192,96,71,62,43
200,96,78,58,45
88,96,55,50,36
113,96,208,62,98
176,96,62,61,38
112,96,190,59,101
149,96,67,63,36
73,96,208,60,105
108,96,199,58,105
49,96,192,57,104
171,96,71,63,34
115,96,255,68,89
110,96,255,66,97
93,96,248,67,102
115,96,227,66,104
100,96,210,63,107
119,96,197,61,107
146,96,74,65,32
161,96,255,67,87
136,96,255,68,90
122,96,255,69,97
105,96,245,70,102
125,96,222,69,105
110,96,204,64,107
105,96,201,65,108
110,96,185,61,108
90,97,97,95,93
107,97,115,47,60
95,97,108,42,62
149,97,99,43,69
0,97,97,93,108
88,97,127,82,105
91,97,201,46,96
100,97,236,48,104
200,97,255,48,112
23,97,194,77,100
81,97,255,48,120
76,97,255,45,122
54,97,113,56,86
10,97,222,73,130
90,97,255,48,125
151,97,255,50,127
146,97,255,52,122
78,97,97,60,41
158,97,85,56,38
164,97,81,51,39
85,97,255,57,117
168,97,102,67,42
66,97,99,61,40
85,97,92,55,39
141,97,88,51,38
113,97,85,38,41
136,97,255,59,120
95,97,104,72,44
102,97,106,60,41
125,97,104,54,40
105,97,99,37,43
122,97,129,56,92
74,97,255,60,127
178,97,132,96,67
212,97,113,88,48
149,97,115,72,46
115,97,120,60,48
108,97,118,53,47
124,97,255,61,132
83,97,231,129,126
102,97,125,76,49
164,97,136,61,54
154,97,129,55,52
113,97,108,41,44
51,97,102,41,43
98,97,99,40,41
105,97,92,38,37
125,97,85,36,35
134,97,255,73,162
64,97,255,95,146
73,97,255,108,137
49,97,255,116,138
146,97,148,67,64
154,97,134,62,58
69,97,64,46,32
212,97,139,45,75
119,97,255,73,162
88,97,255,72,162
69,97,255,70,164
66,97,255,74,161
25,97,255,82,155
103,97,255,92,148
64,97,255,101,141
69,97,55,50,29
134,97,134,43,60
180,97,129,45,57
112,97,92,54,38
11,97,95,54,36
17,97,99,52,38
73,97,71,51,35
32,97,69,50,35
98,97,64,50,34
171,97,76,58,45
79,97,57,50,31
108,97,78,57,44
95,97,53,52,32
83,97,76,57,43
32,97,53,51,33
69,97,76,56,42
154,97,74,55,42
56,97,57,50,36
90,97,197,62,96
90,97,71,53,41
119,97,185,55,105
71,97,180,60,100
71,97,69,51,42
127,97,185,59,105
139,97,180,57,104
207,97,67,50,43
134,97,190,61,108
120,97,69,51,46
98,97,171,58,107
110,98,122,63,66
125,98,115,54,59
183,98,95,106,111
159,98,111,43,75
66,98,139,43,81
170,98,171,46,87
74,98,157,80,100
122,98,176,79,98
159,98,255,47,109
95,98,192,78,103
66,98,255,46,115
79,98,143,57,93
96,98,255,47,115
149,98,255,45,120
251,98,95,57,92
103,98,255,49,120
110,98,97,57,43
125,98,83,54,39
166,98,76,49,40
37,98,74,45,41
51,98,69,42,41
255,98,92,59,99
61,98,255,54,115
132,98,106,65,47
112,98,76,39,41
103,98,108,60,99
74,98,255,56,117
119,98,255,58,122
168,98,125,88,64
129,98,108,81,48
64,98,255,75,161
176,98,210,135,116
161,98,180,125,106
44,98,155,110,88
115,98,136,50,85
100,98,255,74,161
86,98,255,81,156
66,98,255,96,145
66,98,255,113,133
56,98,255,126,134
107,98,81,36,34
115,98,81,39,37
151,98,255,72,162
163,98,255,68,165
130,98,255,72,163
125,98,255,82,155
81,98,67,43,47
159,98,120,47,53
120,98,108,49,49
195,98,102,52,45
122,98,97,54,41
158,98,95,54,39
25,98,85,51,33
76,98,83,50,34
25,98,76,51,33
110,98,64,49,32
164,98,60,56,41
175,98,62,58,42
164,98,62,57,42
76,98,67,59,43
54,98,64,49,31
255,98,62,55,42
124,98,78,57,44
255,98,62,54,43
170,98,62,53,43
0,98,76,57,42
161,98,62,55,40
100,98,74,55,41
142,98,176,55,104
137,98,178,58,106
129,98,169,57,105
141,98,67,52,44
28,98,60,51,37
146,98,159,57,106
125,99,113,41,59
45,99,97,40,64
98,99,102,40,72
117,99,113,82,105
205,99,208,46,96
125,99,252,47,102
141,99,255,47,104
117,99,187,79,108
178,99,255,47,111
66,99,201,75,122
154,99,255,49,113
98,99,97,53,44
127,99,83,50,41
124,99,255,51,114
64,99,113,60,48
69,99,255,56,111
151,99,164,102,84
56,99,146,90,71
88,99,129,80,59
141,99,113,73,49
110,99,255,75,160
232,99,234,130,115
91,99,192,127,104
79,99,169,115,95
6,99,148,101,79
73,99,255,72,162
115,99,255,68,166
232,99,255,69,164
232,99,255,81,156
210,99,255,98,144
115,99,255,117,131
136,99,255,134,128
100,99,111,37,47
125,99,111,38,49
90,99,111,37,48
79,99,108,36,47
74,99,255,73,162
120,99,255,68,165
105,99,255,70,164
88,99,74,42,36
180,99,139,46,77
105,99,57,48,31
76,99,127,48,62
25,99,125,49,58
39,99,125,49,55
96,99,122,50,51
51,99,90,52,34
66,99,95,52,34
22,99,90,51,33
98,99,67,49,34
149,99,69,49,32
35,99,71,49,30
107,99,71,57,45
137,99,76,57,43
56,99,76,56,41
137,99,74,55,41
64,99,53,51,33
180,99,60,58,38
147,99,57,50,37
76,99,185,63,94
117,99,67,50,41
166,99,60,50,37
79,99,171,60,100
151,99,64,51,43
90,99,162,57,103
141,99,67,64,28
212,99,150,58,104
86,100,90,102,97
103,100,115,60,61
95,100,90,108,106
115,100,115,47,59
57,100,102,38,62
175,100,64,46,29
74,100,76,45,32
122,100,176,43,90
96,100,217,48,94
168,100,255,49,98
134,100,255,48,110
146,100,222,74,131
79,100,255,54,106
103,100,115,55,49
40,100,76,45,41
115,100,255,54,108
161,100,255,69,137
161,100,166,86,76
188,100,153,79,68
136,100,136,72,59
207,100,122,68,52
219,100,255,73,154
153,100,213,119,102
136,100,180,115,92
124,100,127,57,89
62,100,255,72,163
22,100,255,69,164
85,100,255,72,163
71,100,255,83,155
85,100,255,100,142
146,100,255,119,127
56,100,104,35,45
71,100,102,32,42
66,100,99,31,41
141,100,129,47,66
98,100,60,45,34
112,100,67,47,45
113,100,122,50,48
86,100,118,50,46
42,100,90,52,34
156,100,67,49,32
125,100,69,49,31
110,100,76,48,31
164,100,76,57,45
81,100,76,59,43
108,100,71,53,40
40,100,55,51,34
156,100,62,59,35
130,100,69,51,40
115,100,173,63,92
95,100,67,63,30
134,100,60,50,37
93,100,159,60,100
151,100,62,54,40
110,100,148,61,99
127,101,120,84,87
158,101,127,77,86
100,101,125,72,82
51,101,92,107,113
8,101,92,97,108
156,101,99,38,68
132,101,118,38,76
86,101,146,40,81
149,101,141,80,100
149,101,255,49,100
146,101,185,81,114
137,101,255,48,105
124,101,125,54,87
81,101,255,54,100
115,101,115,51,49
119,101,97,49,44
234,101,97,56,85
187,101,255,64,104
108,101,162,57,58
66,101,146,56,57
59,101,134,55,54
95,101,69,41,41
180,101,90,58,93
105,101,255,66,121
183,101,169,70,69
103,101,157,67,63
136,101,143,64,59
117,101,129,61,53
81,101,67,39,40
125,101,255,76,152
120,101,199,103,88
154,101,180,97,82
212,101,115,59,92
205,101,255,73,162
144,101,255,72,162
154,101,255,76,160
136,101,255,84,148
90,101,255,95,129
98,101,255,110,113
62,101,104,37,46
115,101,134,54,83
40,101,90,34,43
115,101,64,45,35
98,101,57,47,30
88,101,69,49,43
90,101,111,51,45
125,101,104,52,43
79,101,90,53,36
10,101,88,52,33
88,101,88,52,33
90,101,88,52,33
100,101,67,49,32
119,101,60,57,39
115,101,60,56,41
86,101,64,55,42
147,101,67,55,45
166,101,60,55,39
37,101,76,57,42
139,101,74,56,41
151,101,64,62,32
141,101,64,51,42
100,101,162,63,91
110,101,153,63,90
52,102,108,90,88
86,102,122,70,75
146,102,113,56,59
95,102,113,42,58
83,102,102,38,58
146,102,95,38,64
241,102,183,43,90
153,102,88,48,34
146,102,224,51,90
108,102,159,79,97
105,102,252,51,93
134,102,178,78,98
139,102,255,54,92
166,102,255,53,96
117,102,250,62,85
56,102,201,75,122
88,102,255,63,93
88,102,155,50,55
95,102,143,50,55
79,102,132,50,53
74,102,83,47,42
141,102,255,72,101
102,102,176,68,67
108,102,171,64,62
171,102,166,57,59
132,102,67,39,42
170,102,255,73,126
93,102,187,86,78
110,102,178,80,72
173,102,255,74,146
120,102,255,75,136
127,102,255,87,113
154,102,236,96,101
44,102,95,37,45
95,102,111,38,48
85,102,111,39,49
85,102,111,38,48
78,102,108,32,50
51,102,83,37,41
108,102,69,41,38
175,102,136,49,77
100,102,62,41,39
3,102,118,51,52
85,102,111,54,48
124,102,108,55,44
62,102,106,56,41
103,102,97,54,40
57,102,95,54,38
134,102,69,49,32
130,102,67,49,32
93,102,69,48,32
64,102,78,48,30
110,102,83,47,27
39,102,76,48,28
120,102,76,57,43
28,102,67,50,28
115,102,76,59,41
54,102,57,50,29
156,102,60,52,39
35,102,76,56,42
57,102,48,50,31
52,102,57,54,38
166,102,74,54,39
40,102,48,50,31
42,102,71,54,38
45,102,51,51,31
79,102,69,51,38
122,102,67,50,38
105,102,55,51,35
149,102,64,50,40
98,102,57,53,37
141,102,57,51,37
64,103,88,109,101
168,103,90,108,112
95,103,95,37,60
112,103,106,36,72
37,103,64,43,30
42,103,99,86,102
105,103,150,39,82
76,103,67,48,27
181,103,187,48,87
81,103,227,54,86
124,103,243,54,87
185,103,176,77,100
110,103,245,61,81
229,103,132,47,48
178,103,125,46,47
86,103,115,47,49
74,103,146,56,96
151,103,148,48,52
193,103,143,48,50
124,103,136,48,51
158,103,127,48,51
122,103,111,46,48
74,103,95,45,45
163,103,255,72,84
136,103,162,54,54
76,103,157,52,54
64,103,74,42,41
120,103,255,74,94
151,103,255,73,119
146,103,255,73,112
122,103,206,82,89
110,103,97,60,100
107,103,255,79,126
90,103,108,29,49
79,103,106,28,47
